04.08.2007,242.47300000
05.08.2007,241.01900000
06.08.2007,240.99000000
07.08.2007,239.99400000
08.08.2007,240.65000000
09.08.2007,241.66900000
10.08.2007,242.11900000
11.08.2007,238.57300000
12.08.2007,239.65600000
13.08.2007,239.63100000
14.08.2007,238.67800000
15.08.2007,236.86400000
16.08.2007,233.45200000
17.08.2007,228.70500000
18.08.2007,224.99400000
19.08.2007,226.62800000
20.08.2007,226.62800000
21.08.2007,227.52000000
22.08.2007,227.44400000
23.08.2007,227.81700000
24.08.2007,231.92700000
25.08.2007,232.86600000
26.08.2007,234.62300000
27.08.2007,234.63000000
28.08.2007,234.33500000
29.08.2007,231.68900000
30.08.2007,230.13500000
31.08.2007,233.06500000
01.09.2007,234.06800000
02.09.2007,233.63100000
03.09.2007,233.63400000
04.09.2007,233.83700000
05.09.2007,233.55000000
06.09.2007,233.21800000
07.09.2007,233.00800000
08.09.2007,232.16300000
09.09.2007,230.12100000
10.09.2007,230.08500000
11.09.2007,229.91400000
12.09.2007,230.83500000
13.09.2007,231.93900000
14.09.2007,232.56900000
15.09.2007,231.85900000
16.09.2007,231.67000000
17.09.2007,231.67000000
18.09.2007,230.48600000
19.09.2007,229.99100000
20.09.2007,232.74400000
21.09.2007,231.43400000
22.09.2007,231.93000000
23.09.2007,233.40100000
24.09.2007,233.38300000
25.09.2007,232.87800000
26.09.2007,231.08200000
27.09.2007,232.13600000
28.09.2007,233.49900000
29.09.2007,233.97200000
30.09.2007,235.12800000
01.10.2007,235.11700000
02.10.2007,235.85300000
03.10.2007,236.14500000
04.10.2007,236.80100000
05.10.2007,237.14200000
06.10.2007,237.74900000
07.10.2007,238.96400000
08.10.2007,238.96300000
09.10.2007,239.12800000
10.10.2007,238.34000000
11.10.2007,239.30200000
12.10.2007,239.20300000
13.10.2007,238.53100000
14.10.2007,239.55800000
15.10.2007,239.55500000
